number,DateTime,Date,Site6,Site5,Site3,Site2
18936,2/26/2020 18:45,2/26/2020,-2.25,-8.17,-0.14,-1.56
18937,2/26/2020 19:00,2/26/2020,-2.28,-8.17,-0.14,-1.56
18938,2/26/2020 19:15,2/26/2020,-2.25,-8.17,-0.14,-1.56
18939,2/26/2020 19:30,2/26/2020,-2.25,-8.17,-0.14,-1.56
18940,2/26/2020 19:45,2/26/2020,-2.25,-8.17,-0.14,-1.56
18941,2/26/2020 20:00,2/26/2020,-2.25,-8.17,-0.14,-1.56
18942,2/26/2020 20:15,2/26/2020,-2.25,-8.20,-0.14,-1.56
18943,2/26/2020 20:30,2/26/2020,-2.28,-8.17,-0.14,-1.56
18944,2/26/2020 20:45,2/26/2020,-2.28,-8.17,-0.14,-1.56
18945,2/26/2020 21:00,2/26/2020,-2.25,-8.17,-0.14,-1.58
18946,2/26/2020 21:15,2/26/2020,-2.25,-8.17,-0.14,-1.58
18947,2/26/2020 21:30,2/26/2020,-2.25,-8.17,-0.14,-1.58
18948,2/26/2020 21:45,2/26/2020,-2.25,-8.17,-0.14,-1.58
18949,2/26/2020 22:00,2/26/2020,-2.25,-8.17,-0.14,-1.58
18950,2/26/2020 22:15,2/26/2020,-2.25,-8.17,-0.14,-1.58
18951,2/26/2020 22:30,2/26/2020,-2.25,-8.17,-0.14,-1.58
18952,2/26/2020 22:45,2/26/2020,-2.25,-8.17,-0.14,-1.58
18953,2/26/2020 23:00,2/26/2020,-2.25,-8.17,-0.14,-1.58
18954,2/26/2020 23:15,2/26/2020,-2.28,-8.20,-0.14,-1.58
18955,2/26/2020 23:30,2/26/2020,-2.28,-8.20,-0.14,-1.58
18956,2/26/2020 23:45,2/26/2020,-2.25,-8.20,-0.14,-1.58
18957,2/27/2020 0:00,2/27/2020,-2.25,-8.20,-0.17,-1.58
18958,2/27/2020 0:15,2/27/2020,-2.25,-8.20,-0.14,-1.58
18959,2/27/2020 0:30,2/27/2020,-2.28,-8.20,-0.14,-1.58
18960,2/27/2020 0:45,2/27/2020,-2.28,-8.20,-0.14,-1.58
18961,2/27/2020 1:00,2/27/2020,-2.28,-8.20,-0.17,-1.61
18962,2/27/2020 1:15,2/27/2020,-2.28,-8.20,-0.17,-1.61
18963,2/27/2020 1:30,2/27/2020,-2.25,-8.20,-0.17,-1.61
18964,2/27/2020 1:45,2/27/2020,-2.25,-8.20,-0.17,-1.61
18965,2/27/2020 2:00,2/27/2020,-2.28,-8.23,-0.17,-1.61
18966,2/27/2020 2:15,2/27/2020,-2.25,-8.23,-0.17,-1.61
18967,2/27/2020 2:30,2/27/2020,-2.28,-8.23,-0.17,-1.61
18968,2/27/2020 2:45,2/27/2020,-2.25,-8.23,-0.17,-1.61
18969,2/27/2020 3:00,2/27/2020,-2.25,-8.23,-0.17,-1.61
18970,2/27/2020 3:15,2/27/2020,-2.25,-8.23,-0.17,-1.61
18971,2/27/2020 3:30,2/27/2020,-2.25,-8.23,-0.17,-1.61
18972,2/27/2020 3:45,2/27/2020,-2.25,-8.23,-0.17,-1.64
18973,2/27/2020 4:00,2/27/2020,-2.28,-8.23,-0.17,-1.61
18974,2/27/2020 4:15,2/27/2020,-2.25,-8.23,-0.17,-1.64
18975,2/27/2020 4:30,2/27/2020,-2.28,-8.23,-0.17,-1.64
18976,2/27/2020 4:45,2/27/2020,-2.28,-8.23,-0.17,-1.64
18977,2/27/2020 5:00,2/27/2020,-2.25,-8.23,-0.17,-1.64
18978,2/27/2020 5:15,2/27/2020,-2.28,-8.23,-0.20,-1.64
18979,2/27/2020 5:30,2/27/2020,-2.28,-8.23,-0.20,-1.64
18980,2/27/2020 5:45,2/27/2020,-2.28,-8.23,-0.20,-1.64
18981,2/27/2020 6:00,2/27/2020,-2.25,-8.23,-0.20,-1.64
18982,2/27/2020 6:15,2/27/2020,-2.25,-8.23,-0.20,-1.64
18983,2/27/2020 6:30,2/27/2020,-2.25,-8.26,-0.20,-1.64
18984,2/27/2020 6:45,2/27/2020,-2.25,-8.23,-0.20,-1.64
18985,2/27/2020 7:00,2/27/2020,-2.25,-8.23,-0.20,-1.64
18986,2/27/2020 7:15,2/27/2020,-2.25,-8.23,-0.20,-1.64
18987,2/27/2020 7:30,2/27/2020,-2.25,-8.23,-0.20,-1.64
18988,2/27/2020 7:45,2/27/2020,-2.25,-8.26,-0.20,-1.64
18989,2/27/2020 8:00,2/27/2020,-2.25,-8.26,-0.20,-1.64
18990,2/27/2020 8:15,2/27/2020,-2.25,-8.26,-0.20,-1.64
18991,2/27/2020 8:30,2/27/2020,-2.25,-8.26,-0.20,-1.64
18992,2/27/2020 8:45,2/27/2020,-2.25,-8.26,-0.17,-1.64
18993,2/27/2020 9:00,2/27/2020,-2.25,-8.26,-0.17,-1.64
18994,2/27/2020 9:15,2/27/2020,-2.25,-8.26,-0.17,-1.64
18995,2/27/2020 9:30,2/27/2020,-2.28,-8.26,-0.17,-1.64
18996,2/27/2020 9:45,2/27/2020,-2.28,-8.26,-0.17,-1.64
18997,2/27/2020 10:00,2/27/2020,-2.28,-8.26,-0.17,-1.64
18998,2/27/2020 10:15,2/27/2020,-2.28,-8.26,-0.17,-1.64
18999,2/27/2020 10:30,2/27/2020,-2.28,-8.26,-0.17,-1.64
19000,2/27/2020 10:45,2/27/2020,-2.28,-8.26,-0.17,-1.64
19001,2/27/2020 11:00,2/27/2020,-2.28,-8.23,-0.17,-1.64
19002,2/27/2020 11:15,2/27/2020,-2.28,-8.23,-0.17,-1.64
19003,2/27/2020 11:30,2/27/2020,-2.28,-8.23,-0.17,-1.64
19004,2/27/2020 11:45,2/27/2020,-2.28,-8.23,-0.17,-1.64
19005,2/27/2020 12:00,2/27/2020,-2.28,-8.23,-0.17,-1.64
19006,2/27/2020 12:15,2/27/2020,-2.28,-8.23,-0.17,-1.64
19007,2/27/2020 12:30,2/27/2020,-2.28,-8.23,-0.17,-1.64
19008,2/27/2020 12:45,2/27/2020,-2.28,-8.23,-0.17,-1.67
19009,2/27/2020 13:00,2/27/2020,-2.28,-8.23,-0.17,-1.67
19010,2/27/2020 13:15,2/27/2020,-2.28,-8.23,-0.17,-1.67
19011,2/27/2020 13:30,2/27/2020,-2.28,-8.26,-0.17,-1.67
19012,2/27/2020 13:45,2/27/2020,-2.28,-8.26,-0.17,-1.67
19013,2/27/2020 14:00,2/27/2020,-2.28,-8.26,-0.17,-1.67
19014,2/27/2020 14:15,2/27/2020,-2.28,-8.26,-0.17,-1.67
19015,2/27/2020 14:30,2/27/2020,-2.28,-8.26,-0.17,-1.67
19016,2/27/2020 14:45,2/27/2020,-2.28,-8.26,-0.17,-1.67
19017,2/27/2020 15:00,2/27/2020,-2.28,-8.26,-0.17,-1.67
19018,2/27/2020 15:15,2/27/2020,-2.28,-8.26,-0.17,-1.67
19019,2/27/2020 15:30,2/27/2020,-2.28,-8.26,-0.17,-1.67
19020,2/27/2020 15:45,2/27/2020,-2.28,-8.26,-0.17,-1.67
19021,2/27/2020 16:00,2/27/2020,-2.28,-8.26,-0.17,-1.67
19022,2/27/2020 16:15,2/27/2020,-2.28,-8.26,-0.17,-1.67
19023,2/27/2020 16:30,2/27/2020,-2.28,-8.26,-0.17,-1.67
19024,2/27/2020 16:45,2/27/2020,-2.28,-8.26,-0.17,-1.67
19025,2/27/2020 17:00,2/27/2020,-2.28,-8.26,-0.17,-1.67
19026,2/27/2020 17:15,2/27/2020,-2.28,-8.26,-0.17,-1.67
19027,2/27/2020 17:30,2/27/2020,-2.28,-8.26,-0.17,-1.67
19028,2/27/2020 17:45,2/27/2020,-2.28,-8.26,-0.17,-1.67
19029,2/27/2020 18:00,2/27/2020,-2.28,-8.26,-0.17,-1.67
19030,2/27/2020 18:15,2/27/2020,-2.28,-8.26,-0.17,-1.67
19031,2/27/2020 18:30,2/27/2020,-2.28,-8.26,-0.17,-1.70
19032,2/27/2020 18:45,2/27/2020,-2.28,-8.26,-0.17,-1.70
19033,2/27/2020 19:00,2/27/2020,-2.28,-8.26,-0.17,-1.70
19034,2/27/2020 19:15,2/27/2020,-2.28,-8.26,-0.17,-1.70
19035,2/27/2020 19:30,2/27/2020,-2.28,-8.26,-0.17,-1.70
19036,2/27/2020 19:45,2/27/2020,-2.28,-8.26,-0.20,-1.70
19037,2/27/2020 20:00,2/27/2020,-2.28,-8.26,-0.17,-1.70
19038,2/27/2020 20:15,2/27/2020,-2.28,-8.26,-0.20,-1.70
19039,2/27/2020 20:30,2/27/2020,-2.28,-8.26,-0.20,-1.70
19040,2/27/2020 20:45,2/27/2020,-2.28,-8.26,-0.20,-1.70
19041,2/27/2020 21:00,2/27/2020,-2.28,-8.26,-0.17,-1.70
19042,2/27/2020 21:15,2/27/2020,-2.28,-8.26,-0.17,-1.70
19043,2/27/2020 21:30,2/27/2020,-2.28,-8.30,-0.17,-1.70
19044,2/27/2020 21:45,2/27/2020,-2.28,-8.30,-0.20,-1.70
19045,2/27/2020 22:00,2/27/2020,-2.28,-8.30,-0.20,-1.70
19046,2/27/2020 22:15,2/27/2020,-2.28,-8.30,-0.17,-1.70
19047,2/27/2020 22:30,2/27/2020,-2.28,-8.30,-0.17,-1.73
19048,2/27/2020 22:45,2/27/2020,-2.28,-8.30,-0.17,-1.73
19049,2/27/2020 23:00,2/27/2020,-2.28,-8.30,-0.17,-1.73
19050,2/27/2020 23:15,2/27/2020,-2.28,-8.30,-0.17,-1.73
19051,2/27/2020 23:30,2/27/2020,-2.28,-8.30,-0.17,-1.73
19052,2/27/2020 23:45,2/27/2020,-2.28,-8.30,-0.17,-1.73
19053,2/28/2020 0:00,2/28/2020,-2.28,-8.26,-0.17,-1.73
19054,2/28/2020 0:15,2/28/2020,-2.28,-8.30,-0.17,-1.73
19055,2/28/2020 0:30,2/28/2020,-2.28,-8.26,-0.17,-1.73
19056,2/28/2020 0:45,2/28/2020,-2.28,-8.26,-0.17,-1.73
19057,2/28/2020 1:00,2/28/2020,-2.28,-8.26,-0.17,-1.73
19058,2/28/2020 1:15,2/28/2020,-2.28,-8.26,-0.17,-1.73
19059,2/28/2020 1:30,2/28/2020,-2.28,-8.26,-0.17,-1.73
19060,2/28/2020 1:45,2/28/2020,-2.28,-8.26,-0.17,-1.73
19061,2/28/2020 2:00,2/28/2020,-2.31,-8.26,-0.17,-1.73
19062,2/28/2020 2:15,2/28/2020,-2.31,-8.26,-0.17,-1.73
19063,2/28/2020 2:30,2/28/2020,-2.31,-8.26,-0.17,-1.73
19064,2/28/2020 2:45,2/28/2020,-2.28,-8.26,-0.17,-1.73
19065,2/28/2020 3:00,2/28/2020,-2.28,-8.26,-0.17,-1.73
19066,2/28/2020 3:15,2/28/2020,-2.31,-8.26,-0.17,-1.73
19067,2/28/2020 3:30,2/28/2020,-2.28,-8.26,-0.17,-1.73
19068,2/28/2020 3:45,2/28/2020,-2.28,-8.26,-0.17,-1.73
19069,2/28/2020 4:00,2/28/2020,-2.31,-8.26,-0.17,-1.73
19070,2/28/2020 4:15,2/28/2020,-2.28,-8.26,-0.17,-1.73
19071,2/28/2020 4:30,2/28/2020,-2.28,-8.26,-0.17,-1.73
19072,2/28/2020 4:45,2/28/2020,-2.31,-8.26,-0.17,-1.73
19073,2/28/2020 5:00,2/28/2020,-2.28,-8.26,-0.17,-1.73
19074,2/28/2020 5:15,2/28/2020,-2.28,-8.26,-0.17,-1.73
19075,2/28/2020 5:30,2/28/2020,-2.28,-8.26,-0.17,-1.73
19076,2/28/2020 5:45,2/28/2020,-2.28,-8.26,-0.17,-1.73
19077,2/28/2020 6:00,2/28/2020,-2.28,-8.26,-0.17,-1.73
19078,2/28/2020 6:15,2/28/2020,-2.28,-8.26,-0.17,-1.73
19079,2/28/2020 6:30,2/28/2020,-2.28,-8.26,-0.17,-1.73
19080,2/28/2020 6:45,2/28/2020,-2.28,-8.26,-0.17,-1.73
19081,2/28/2020 7:00,2/28/2020,-2.28,-8.26,-0.17,-1.73
19082,2/28/2020 7:15,2/28/2020,-2.28,-8.26,-0.17,-1.73
19083,2/28/2020 7:30,2/28/2020,-2.28,-8.26,-0.17,-1.73
19084,2/28/2020 7:45,2/28/2020,-2.28,-8.26,-0.17,-1.73
19085,2/28/2020 8:00,2/28/2020,-2.28,-8.26,-0.17,-1.73
19086,2/28/2020 8:15,2/28/2020,-2.28,-8.26,-0.17,-1.73
19087,2/28/2020 8:30,2/28/2020,-2.28,-8.26,-0.17,-1.76
19088,2/28/2020 8:45,2/28/2020,-2.28,-8.26,-0.17,-1.76
19089,2/28/2020 9:00,2/28/2020,-2.28,-8.26,-0.17,-1.76
19090,2/28/2020 9:15,2/28/2020,-2.28,-8.26,-0.17,-1.76
19091,2/28/2020 9:30,2/28/2020,-2.28,-8.26,-0.17,-1.76
19092,2/28/2020 9:45,2/28/2020,-2.28,-8.26,-0.17,-1.76
19093,2/28/2020 10:00,2/28/2020,-2.28,-8.26,-0.17,-1.76
19094,2/28/2020 10:15,2/28/2020,-2.28,-8.26,-0.17,-1.76
19095,2/28/2020 10:30,2/28/2020,-2.28,-8.26,-0.17,-1.76
19096,2/28/2020 10:45,2/28/2020,-2.28,-8.26,-0.17,-1.76
19097,2/28/2020 11:00,2/28/2020,-2.28,-8.26,-0.17,-1.76
19098,2/28/2020 11:15,2/28/2020,-2.28,-8.26,-0.17,-1.76
19099,2/28/2020 11:30,2/28/2020,-2.28,-8.26,-0.17,-1.76
19100,2/28/2020 11:45,2/28/2020,-2.28,-8.26,-0.17,-1.76
19101,2/28/2020 12:00,2/28/2020,-2.28,-8.26,-0.17,-1.76
19102,2/28/2020 12:15,2/28/2020,-2.28,-8.26,-0.17,-1.76
19103,2/28/2020 12:30,2/28/2020,-2.28,-8.26,-0.17,-1.79
19104,2/28/2020 12:45,2/28/2020,-2.28,-8.26,-0.17,-1.79
19105,2/28/2020 13:00,2/28/2020,-2.28,-8.26,-0.17,-1.79
19106,2/28/2020 13:15,2/28/2020,-2.28,-8.26,-0.17,-1.79
19107,2/28/2020 13:30,2/28/2020,-2.28,-8.26,-0.17,-1.79
19108,2/28/2020 13:45,2/28/2020,-2.28,-8.26,-0.17,-1.79
19109,2/28/2020 14:00,2/28/2020,-2.28,-8.26,-0.17,-1.79
19110,2/28/2020 14:15,2/28/2020,-2.25,-8.30,-0.17,-1.79
19111,2/28/2020 14:30,2/28/2020,-2.25,-8.30,-0.17,-1.79
19112,2/28/2020 14:45,2/28/2020,-2.25,-8.30,-0.17,-1.79
19113,2/28/2020 15:00,2/28/2020,-2.25,-8.30,-0.17,-1.79
19114,2/28/2020 15:15,2/28/2020,-2.25,-8.30,-0.17,-1.79
19115,2/28/2020 15:30,2/28/2020,-2.25,-8.30,-0.17,-1.79
19116,2/28/2020 15:45,2/28/2020,-2.25,-8.30,-0.17,-1.79
19117,2/28/2020 16:00,2/28/2020,-2.25,-8.30,-0.17,-1.79
19118,2/28/2020 16:15,2/28/2020,-2.25,-8.30,-0.17,-1.81
19119,2/28/2020 16:30,2/28/2020,-2.25,-8.30,-0.17,-1.81
19120,2/28/2020 16:45,2/28/2020,-2.25,-8.30,-0.17,-1.81
19121,2/28/2020 17:00,2/28/2020,-2.25,-8.30,-0.17,-1.81
19122,2/28/2020 17:15,2/28/2020,-2.25,-8.30,-0.17,-1.81
19123,2/28/2020 17:30,2/28/2020,-2.25,-8.30,-0.17,-1.81
19124,2/28/2020 17:45,2/28/2020,-2.22,-8.30,-0.17,-1.81
19125,2/28/2020 18:00,2/28/2020,-2.22,-8.30,-0.17,-1.81
19126,2/28/2020 18:15,2/28/2020,-2.22,-8.30,-0.17,-1.81
19127,2/28/2020 18:30,2/28/2020,-2.22,-8.30,-0.17,-1.84
19128,2/28/2020 18:45,2/28/2020,-2.22,-8.30,-0.17,-1.84
19129,2/28/2020 19:00,2/28/2020,-2.22,-8.30,-0.17,-1.84
19130,2/28/2020 19:15,2/28/2020,-2.22,-8.30,-0.17,-1.84
19131,2/28/2020 19:30,2/28/2020,-2.22,-8.30,-0.17,-1.84
19132,2/28/2020 19:45,2/28/2020,-2.22,-8.30,-0.17,-1.84
19133,2/28/2020 20:00,2/28/2020,-2.22,-8.30,-0.17,-1.84
19134,2/28/2020 20:15,2/28/2020,-2.22,-8.30,-0.17,-1.87
19135,2/28/2020 20:30,2/28/2020,-2.22,-8.30,-0.17,-1.87
19136,2/28/2020 20:45,2/28/2020,-2.22,-8.30,-0.17,-1.87
19137,2/28/2020 21:00,2/28/2020,-2.22,-8.30,-0.17,-1.87
19138,2/28/2020 21:15,2/28/2020,-2.22,-8.30,-0.17,-1.87
19139,2/28/2020 21:30,2/28/2020,-2.22,-8.30,-0.17,-1.87
19140,2/28/2020 21:45,2/28/2020,-2.22,-8.30,-0.17,-1.87
19141,2/28/2020 22:00,2/28/2020,-2.22,-8.30,-0.17,-1.87
19142,2/28/2020 22:15,2/28/2020,-2.22,-8.30,-0.17,-1.87
19143,2/28/2020 22:30,2/28/2020,-2.22,-8.30,-0.17,-1.90
19144,2/28/2020 22:45,2/28/2020,-2.22,-8.30,-0.17,-1.90
19145,2/28/2020 23:00,2/28/2020,-2.22,-8.30,-0.17,-1.90
19146,2/28/2020 23:15,2/28/2020,-2.22,-8.30,-0.17,-1.90
19147,2/28/2020 23:30,2/28/2020,-2.22,-8.30,-0.17,-1.90
19148,2/28/2020 23:45,2/28/2020,-2.22,-8.30,-0.17,-1.90
19149,2/29/2020 0:00,2/29/2020,-2.22,-8.30,-0.17,-1.90
19150,2/29/2020 0:15,2/29/2020,-2.22,-8.30,-0.17,-1.90
19151,2/29/2020 0:30,2/29/2020,-2.22,-8.30,-0.17,-1.90
19152,2/29/2020 0:45,2/29/2020,-2.19,-8.30,-0.17,-1.90
19153,2/29/2020 1:00,2/29/2020,-2.19,-8.30,-0.17,-1.90
19154,2/29/2020 1:15,2/29/2020,-2.19,-8.30,-0.17,-1.90
19155,2/29/2020 1:30,2/29/2020,-2.19,-8.30,-0.17,-1.90
19156,2/29/2020 1:45,2/29/2020,-2.19,-8.30,-0.17,-1.90
19157,2/29/2020 2:00,2/29/2020,-2.19,-8.30,-0.17,-1.90
19158,2/29/2020 2:15,2/29/2020,-2.19,-8.30,-0.17,-1.90
19159,2/29/2020 2:30,2/29/2020,-2.19,-8.30,-0.17,-1.90
19160,2/29/2020 2:45,2/29/2020,-2.19,-8.30,-0.17,-1.90
19161,2/29/2020 3:00,2/29/2020,-2.19,-8.30,-0.17,-1.90
19162,2/29/2020 3:15,2/29/2020,-2.19,-8.30,-0.17,-1.90
19163,2/29/2020 3:30,2/29/2020,-2.19,-8.30,-0.17,-1.90
19164,2/29/2020 3:45,2/29/2020,-2.19,-8.30,-0.17,-1.90
19165,2/29/2020 4:00,2/29/2020,-2.19,-8.30,-0.17,-1.90
19166,2/29/2020 4:15,2/29/2020,-2.19,-8.30,-0.17,-1.90
19167,2/29/2020 4:30,2/29/2020,-2.19,-8.30,-0.17,-1.93
19168,2/29/2020 4:45,2/29/2020,-2.19,-8.30,-0.17,-1.93
19169,2/29/2020 5:00,2/29/2020,-2.19,-8.30,-0.17,-1.90
19170,2/29/2020 5:15,2/29/2020,-2.19,-8.30,-0.17,-1.93
19171,2/29/2020 5:30,2/29/2020,-2.19,-8.30,-0.17,-1.93
19172,2/29/2020 5:45,2/29/2020,-2.19,-8.26,-0.17,-1.93
19173,2/29/2020 6:00,2/29/2020,-2.19,-8.26,-0.17,-1.93
19174,2/29/2020 6:15,2/29/2020,-2.19,-8.26,-0.17,-1.93
19175,2/29/2020 6:30,2/29/2020,-2.19,-8.26,-0.17,-1.93
19176,2/29/2020 6:45,2/29/2020,-2.19,-8.26,-0.17,-1.93
19177,2/29/2020 7:00,2/29/2020,-2.19,-8.26,-0.17,-1.93
19178,2/29/2020 7:15,2/29/2020,-2.19,-8.26,-0.17,-1.93
19179,2/29/2020 7:30,2/29/2020,-2.19,-8.26,-0.17,-1.93
19180,2/29/2020 7:45,2/29/2020,-2.19,-8.26,-0.17,-1.93
19181,2/29/2020 8:00,2/29/2020,-2.19,-8.26,-0.17,-1.93
19182,2/29/2020 8:15,2/29/2020,-2.19,-8.26,-0.17,-1.93
19183,2/29/2020 8:30,2/29/2020,-2.19,-8.26,-0.17,-1.93
19184,2/29/2020 8:45,2/29/2020,-2.19,-8.26,-0.17,-1.93
19185,2/29/2020 9:00,2/29/2020,-2.19,-8.26,-0.17,-1.93
19186,2/29/2020 9:15,2/29/2020,-2.19,-8.26,-0.17,-1.93
19187,2/29/2020 9:30,2/29/2020,-2.19,-8.26,-0.17,-1.93
19188,2/29/2020 9:45,2/29/2020,-2.19,-8.26,-0.17,-1.93
19189,2/29/2020 10:00,2/29/2020,-2.19,-8.26,-0.17,-1.93
19190,2/29/2020 10:15,2/29/2020,-2.19,-8.26,-0.17,-1.93
19191,2/29/2020 10:30,2/29/2020,-2.19,-8.26,-0.17,-1.93
19192,2/29/2020 10:45,2/29/2020,-2.19,-8.26,-0.17,-1.93
19193,2/29/2020 11:00,2/29/2020,-2.19,-8.26,-0.17,-1.93
19194,2/29/2020 11:15,2/29/2020,-2.19,-8.23,-0.17,-1.93
19195,2/29/2020 11:30,2/29/2020,-2.19,-8.26,-0.17,-1.93
19196,2/29/2020 11:45,2/29/2020,-2.19,-8.23,-0.17,-1.93
19197,2/29/2020 12:00,2/29/2020,-2.19,-8.23,-0.17,-1.93
19198,2/29/2020 12:15,2/29/2020,-2.19,-8.23,-0.17,-1.93
19199,2/29/2020 12:30,2/29/2020,-2.19,-8.23,-0.17,-1.93
19200,2/29/2020 12:45,2/29/2020,-2.19,-8.26,-0.17,-1.93
19201,2/29/2020 13:00,2/29/2020,-2.19,-8.26,-0.17,-1.93
19202,2/29/2020 13:15,2/29/2020,-2.19,-8.26,-0.17,-1.93
19203,2/29/2020 13:30,2/29/2020,-2.19,-8.26,-0.17,-1.96
19204,2/29/2020 13:45,2/29/2020,-2.19,-8.26,-0.17,-1.93
19205,2/29/2020 14:00,2/29/2020,-2.19,-8.26,-0.17,-1.93
19206,2/29/2020 14:15,2/29/2020,-2.19,-8.26,-0.17,-1.96
19207,2/29/2020 14:30,2/29/2020,-2.19,-8.26,-0.17,-1.96
19208,2/29/2020 14:45,2/29/2020,-2.19,-8.26,-0.17,-1.96
19209,2/29/2020 15:00,2/29/2020,-2.19,-8.26,-0.20,-1.96
19210,2/29/2020 15:15,2/29/2020,-2.19,-8.26,-0.20,-1.96
19211,2/29/2020 15:30,2/29/2020,-2.19,-8.26,-0.20,-1.93
19212,2/29/2020 15:45,2/29/2020,-2.19,-8.26,-0.20,-1.96
19213,2/29/2020 16:00,2/29/2020,-2.16,-8.26,-0.20,-1.96
19214,2/29/2020 16:15,2/29/2020,-2.16,-8.26,-0.20,-1.96
19215,2/29/2020 16:30,2/29/2020,-2.16,-8.26,-0.20,-1.96
19216,2/29/2020 16:45,2/29/2020,-2.16,-8.26,-0.20,-1.96
19217,2/29/2020 17:00,2/29/2020,-2.16,-8.26,-0.20,-1.96
19218,2/29/2020 17:15,2/29/2020,-2.16,-8.26,-0.20,-1.96
19219,2/29/2020 17:30,2/29/2020,-2.16,-8.26,-0.20,-1.96
19220,2/29/2020 17:45,2/29/2020,-2.16,-8.26,-0.20,-1.96
19221,2/29/2020 18:00,2/29/2020,-2.16,-8.26,-0.20,-1.96
19222,2/29/2020 18:15,2/29/2020,-2.16,-8.26,-0.20,-1.96
19223,2/29/2020 18:30,2/29/2020,-2.16,-8.26,-0.20,-1.96
19224,2/29/2020 18:45,2/29/2020,-2.16,-8.26,-0.20,-1.96
19225,2/29/2020 19:00,2/29/2020,-2.16,-8.26,-0.20,-1.96
19226,2/29/2020 19:15,2/29/2020,-2.16,-8.26,-0.20,-1.96
19227,2/29/2020 19:30,2/29/2020,-2.16,-8.26,-0.20,-1.96
19228,2/29/2020 19:45,2/29/2020,-2.16,-8.26,-0.20,-1.99
19229,2/29/2020 20:00,2/29/2020,-2.16,-8.26,-0.20,-1.99
19230,2/29/2020 20:15,2/29/2020,-2.16,-8.26,-0.20,-1.99
19231,2/29/2020 20:30,2/29/2020,-2.16,-8.26,-0.20,-1.99
19232,2/29/2020 20:45,2/29/2020,-2.16,-8.26,-0.20,-1.99
19233,2/29/2020 21:00,2/29/2020,-2.16,-8.26,-0.20,-1.99
19234,2/29/2020 21:15,2/29/2020,-2.16,-8.26,-0.20,-1.99
19235,2/29/2020 21:30,2/29/2020,-2.16,-8.26,-0.20,-1.99
19236,2/29/2020 21:45,2/29/2020,-2.16,-8.26,-0.20,-1.99
19237,2/29/2020 22:00,2/29/2020,-2.16,-8.30,-0.20,-1.99
19238,2/29/2020 22:15,2/29/2020,-2.16,-8.26,-0.20,-1.99
19239,2/29/2020 22:30,2/29/2020,-2.16,-8.26,-0.20,-1.99
19240,2/29/2020 22:45,2/29/2020,-2.16,-8.26,-0.20,-1.99
19241,2/29/2020 23:00,2/29/2020,-2.16,-8.26,-0.20,-1.99
19242,2/29/2020 23:15,2/29/2020,-2.16,-8.26,-0.17,-1.99
19243,2/29/2020 23:30,2/29/2020,-2.16,-8.26,-0.20,-1.99
19244,2/29/2020 23:45,2/29/2020,-2.16,-8.26,-0.17,-1.99
19245,3/1/2020 0:00,3/1/2020,-2.16,-8.26,-0.17,-1.99
19246,3/1/2020 0:15,3/1/2020,-2.16,-8.26,-0.20,-1.99
19247,3/1/2020 0:30,3/1/2020,-2.16,-8.26,-0.20,-1.99
19248,3/1/2020 0:45,3/1/2020,-2.16,-8.26,-0.20,-1.99
19249,3/1/2020 1:00,3/1/2020,-2.16,-8.23,-0.17,-1.99
19250,3/1/2020 1:15,3/1/2020,-2.16,-8.23,-0.20,-1.99
19251,3/1/2020 1:30,3/1/2020,-2.16,-8.23,-0.20,-1.99
19252,3/1/2020 1:45,3/1/2020,-2.16,-8.23,-0.17,-1.99
19253,3/1/2020 2:00,3/1/2020,-2.16,-8.23,-0.17,-1.99
19254,3/1/2020 2:15,3/1/2020,-2.16,-8.23,-0.17,-1.99
19255,3/1/2020 2:30,3/1/2020,-2.16,-8.23,-0.17,-1.99
19256,3/1/2020 2:45,3/1/2020,-2.16,-8.23,-0.17,-1.99
19257,3/1/2020 3:00,3/1/2020,-2.16,-8.23,-0.17,-1.99
19258,3/1/2020 3:15,3/1/2020,-2.16,-8.23,-0.17,-1.99
19259,3/1/2020 3:30,3/1/2020,-2.16,-8.23,-0.17,-1.99
19260,3/1/2020 3:45,3/1/2020,-2.16,-8.23,-0.17,-1.99
19261,3/1/2020 4:00,3/1/2020,-2.16,-8.23,-0.17,-1.99
19262,3/1/2020 4:15,3/1/2020,-2.16,-8.23,-0.17,-1.99
19263,3/1/2020 4:30,3/1/2020,-2.16,-8.23,-0.17,-1.99
19264,3/1/2020 4:45,3/1/2020,-2.16,-8.23,-0.17,-1.99
19265,3/1/2020 5:00,3/1/2020,-2.16,-8.23,-0.17,-1.99
19266,3/1/2020 5:15,3/1/2020,-2.16,-8.23,-0.17,-1.99
19267,3/1/2020 5:30,3/1/2020,-2.16,-8.23,-0.17,-1.99
19268,3/1/2020 5:45,3/1/2020,-2.16,-8.23,-0.17,-1.99
19269,3/1/2020 6:00,3/1/2020,-2.16,-8.23,-0.17,-1.99
19270,3/1/2020 6:15,3/1/2020,-2.16,-8.23,-0.17,-1.99
19271,3/1/2020 6:30,3/1/2020,-2.16,-8.23,-0.20,-1.99
19272,3/1/2020 6:45,3/1/2020,-2.16,-8.23,-0.20,-1.99
19273,3/1/2020 7:00,3/1/2020,-2.16,-8.23,-0.20,-1.99
19274,3/1/2020 7:15,3/1/2020,-2.16,-8.23,-0.20,-1.99
19275,3/1/2020 7:30,3/1/2020,-2.16,-8.23,-0.20,-1.99
